trees90,Ymax,Xmin
0.9322799097065463,0.47533632286995514,0.5513513513513514
0.8510158013544019,0.5246636771300448,0.218018018018018
0.7144469525959368,0.9192825112107623,0.5495495495495495
0.19187358916478556,0.8565022421524664,0.5621621621621622
0.7968397291196387,0.9192825112107623,0.5351351351351351
0.417607223476298,0.874439461883408,0.563963963963964
0.0,0.5964125560538116,0.872072072072072
0.011286681715575621,0.8161434977578474,0.4936936936936937
0.4875846501128669,0.7174887892376681,0.8648648648648649
0.08803611738148984,0.8116591928251121,0.48648648648648646
0.21896162528216703,0.19282511210762332,0.23423423423423423
0.917607223476298,0.5336322869955157,0.5225225225225225
0.4503386004514673,0.5381165919282511,0.22882882882882882
0.009029345372460498,0.8161434977578474,0.5153153153153153
0.6433408577878104,0.7399103139013453,0.8216216216216217
0.5530474040632054,0.3542600896860987,0.5567567567567567
0.9446952595936795,0.5336322869955157,0.21081081081081082
0.13544018058690746,0.6816143497757847,0.21621621621621623
0.29232505643340856,0.41255605381165916,0.3441441441441441
0.0,0.757847533632287,0.4990990990990991
0.20316027088036118,0.6726457399103138,0.8342342342342342
0.011286681715575621,0.8206278026905829,0.5153153153153153
0.6094808126410836,0.695067264573991,0.18738738738738736
0.3363431151241535,0.49327354260089684,0.20540540540540542
0.24379232505643345,0.5919282511210762,0.2198198198198198
0.38939051918735895,0.8834080717488789,0.5873873873873874
0.8148984198645599,0.6636771300448431,0.8414414414414415
0.8036117381489842,0.4708520179372197,0.5423423423423424
0.011286681715575621,0.25560538116591924,0.563963963963964
0.6343115124153499,0.4484304932735426,0.5351351351351351
0.16930022573363432,0.4887892376681614,0.2072072072072072
0.5959367945823928,0.3901345291479821,0.5405405405405406
0.5191873589164786,0.8789237668161435,0.5783783783783784
0.35553047404063204,0.5605381165919282,0.49729729729729727
0.28216704288939054,0.45739910313901344,0.5981981981981982
0.363431151241535,0.5112107623318386,0.21621621621621623
0.0,0.6367713004484304,0.5459459459459459
0.5936794582392777,0.5381165919282511,0.5513513513513514
0.24830699774266365,0.4663677130044843,0.6018018018018018
0.006772009029345372,0.8161434977578474,0.4990990990990991
0.38939051918735895,0.34977578475336324,0.5387387387387388
0.2144469525959368,0.4618834080717489,0.6
0.5846501128668171,0.6771300448430493,0.2126126126126126
0.08013544018058691,0.8430493273542601,0.9135135135135135
0.760722347629797,0.6771300448430493,0.2198198198198198
0.8002257336343116,0.15246636771300448,1.0
0.7866817155756208,0.23318385650224216,0.2990990990990991
0.13544018058690746,0.4663677130044843,0.6
0.011286681715575621,0.8116591928251121,0.49189189189189186
0.5417607223476298,0.3946188340807175,0.5585585585585585
0.7302483069977427,0.5605381165919282,0.22702702702702704
0.9774266365688488,0.4977578475336323,0.2072072072072072
0.0,0.7623318385650224,0.7261261261261261
0.011286681715575621,0.6053811659192825,0.5531531531531532
0.48194130925507905,0.18834080717488788,0.2648648648648648
0.5304740406320542,0.6502242152466368,0.8342342342342342
0.46275395033860045,0.4887892376681614,0.20540540540540542
0.291196388261851,0.40358744394618834,0.35495495495495494
0.9683972911963883,0.47533632286995514,0.21081081081081082
0.10835214446952596,0.8071748878923767,0.9063063063063064
0.4401805869074492,0.6681614349775784,0.8306306306306306
0.8397291196388262,0.0,0.2198198198198198
0.9706546275395034,0.37668161434977576,0.25225225225225223
0.011286681715575621,0.600896860986547,0.6432432432432432
0.18397291196388263,0.5874439461883408,0.554954954954955
0.34988713318284426,0.874439461883408,0.5621621621621622
0.045146726862302484,0.7802690582959642,0.8144144144144144
0.8216704288939052,0.6322869955156951,0.8396396396396396
0.0,0.789237668161435,0.7261261261261261
0.06094808126410836,1.0,0.5261261261261261
0.15349887133182843,0.7757847533632287,0.927927927927928
