trees90,Ymax,Xmin
0.7787810383747179,0.7399103139013453,0.8198198198198199
0.10158013544018059,0.3542600896860987,0.3189189189189189
0.7099322799097065,0.4798206278026906,0.20540540540540542
0.30812641083521447,0.22869955156950672,0.24324324324324323
0.0,0.789237668161435,0.49729729729729727
0.5959367945823928,0.5695067264573991,0.2252252252252252
0.8126410835214447,0.6098654708520179,0.8666666666666667
0.0,0.7982062780269058,0.7387387387387387
0.08126410835214447,0.8206278026905829,0.9009009009009009
1.0,0.4887892376681614,0.23243243243243245
0.5191873589164786,0.3946188340807175,0.5459459459459459
0.3227990970654628,0.13004484304932734,0.23243243243243245
0.07900677200902935,0.8161434977578474,0.49189189189189186
0.5665914221218962,0.5426008968609866,0.5801801801801801
0.765237020316027,0.5739910313901345,0.18558558558558558
0.5891647855530474,0.6143497757847534,0.8630630630630631
0.9367945823927766,0.49327354260089684,0.2144144144144144
0.4717832957110609,0.16143497757847536,1.0
0.7212189616252822,0.27802690582959644,0.25045045045045045
0.11512415349887133,0.12107623318385652,0.23243243243243245
0.654627539503386,0.45739910313901344,0.5369369369369369
0.020316027088036117,0.8251121076233183,0.736936936936937
0.345372460496614,0.32286995515695066,0.3009009009009009
0.06772009029345373,0.8206278026905829,0.5171171171171172
0.827313769751693,0.8654708520179373,0.9297297297297298
0.5395033860045146,0.5560538116591929,0.5585585585585585
0.0,0.8161434977578474,0.7333333333333334
0.3160270880361174,0.5739910313901345,0.4954954954954955
0.6455981941309256,0.9372197309417041,0.12432432432432433
0.6568848758465011,1.0,0.5207207207207207
0.28216704288939054,0.9686098654708519,0.0
0.345372460496614,0.6591928251121076,0.24324324324324323
0.9435665914221218,0.515695067264574,0.5279279279279279
0.32505643340857787,0.5650224215246636,0.5477477477477477
0.5891647855530474,0.4708520179372197,0.2
0.22573363431151242,0.8654708520179373,0.5621621621621622
0.011286681715575621,0.8116591928251121,0.5099099099099099
0.5665914221218962,0.6188340807174888,0.8684684684684685
0.18058690744920994,0.4618834080717489,0.34234234234234234
0.835214446952596,0.7443946188340806,0.8198198198198199
0.011286681715575621,0.8116591928251121,0.7279279279279279
0.9255079006772009,0.6547085201793722,0.17117117117117114
0.2234762979683973,0.14798206278026904,0.24684684684684682
0.5474040632054177,0.5426008968609866,0.5441441441441441
0.8577878103837472,0.6726457399103138,0.8378378378378378
0.010158013544018058,0.8071748878923767,0.7441441441441441
0.056433408577878104,0.15695067264573992,0.9567567567567568
0.7223476297968398,0.9372197309417041,0.09549549549549546
0.0,0.6233183856502242,0.563963963963964
0.7415349887133184,0.5022421524663677,0.20360360360360358
0.6207674943566591,0.8475336322869955,0.9207207207207206
0.8498871331828443,0.6860986547085202,0.8252252252252252
0.9255079006772009,0.31390134529147984,0.25765765765765763
0.8803611738148984,0.6905829596412556,0.8306306306306306
0.9367945823927766,0.3363228699551569,0.24144144144144142
0.06884875846501129,0.27802690582959644,0.5747747747747748
0.14672686230248308,0.6591928251121076,0.23783783783783785
0.38826185101580135,0.5515695067264574,0.2306306306306306
0.729119638826185,0.5336322869955157,0.22162162162162163
0.9142212189616253,0.45739910313901344,0.5333333333333333
0.0,0.7847533632286996,0.7099099099099099
0.44243792325056436,0.8834080717488789,0.572972972972973
0.2708803611738149,0.6726457399103138,0.23423423423423423
0.0,0.8026905829596412,0.49189189189189186
0.2618510158013544,0.17488789237668162,0.24864864864864863
0.05417607223476298,0.9955156950672646,0.5243243243243243
0.06772009029345373,0.08520179372197312,0.23243243243243245
0.2595936794582393,0.852017937219731,0.563963963963964
0.9390519187358917,0.4977578475336323,0.5387387387387388
0.8690744920993229,0.547085201793722,0.2144144144144144
0.2866817155756208,0.4304932735426009,0.34234234234234234
0.9525959367945824,0.6143497757847534,0.872072072072072
0.006772009029345372,0.8026905829596412,0.7315315315315315
0.0,0.7937219730941705,0.7207207207207207
0.02144469525959368,0.8161434977578474,0.8684684684684685
0.3916478555304741,0.3721973094170403,0.5369369369369369
0.5869074492099323,0.7623318385650224,0.9063063063063064
0.72686230248307,0.946188340807175,0.5081081081081081
0.6997742663656885,0.7309417040358744,0.8432432432432433
