,r1,r2,s1,s2
0,67.8612585393607,-38.48047300998036,128.07964097430582,11.1858949199139
1,60.865006185217695,115.76808619840634,90.49772343835592,-56.749515553517455
2,-65.37752414426511,0.4012360473841412,122.96985461449616,-49.80391665343312
3,-48.98073408573082,-8.542536672565994,57.5452270188509,-23.100279728669555
4,-81.25559095724385,23.60300477257886,76.45635636859055,-13.592489432648357
5,-49.56475755863241,-11.477578828455071,66.03462517718658,-83.40716658658056
6,-68.50647645708038,-130.6723295008131,135.8359187376877,9.689194754986037
7,-46.163986409026464,20.703466186172424,148.0665804219552,25.16033037446299
8,-46.90437513586007,-135.19168158091114,143.7778093318581,-5.064790246475631
9,-40.019764442584986,21.253387617240676,99.9573741496232,-17.732178591139846
10,102.36960068944614,78.39435981536225,79.39954133614651,-71.12941825517392
11,62.32768872460266,-19.05977666300841,118.84330671545162,-177.9976101686062
12,27.971790898052486,107.3706277930438,72.89364722045337,-11.5744967014872
13,-51.06439628250569,11.736563137619784,36.029820798628386,-111.4924788585232
14,-9.329601839359807,-124.93050858859806,125.95637190511445,-25.422334654952685
15,29.776440912138863,-25.96724802332887,138.4044251450864,-7.981224891239459
16,64.27662727380533,121.82164973116973,87.1513734611327,-62.53765450529015
17,-4.366144074726914,120.39634874553784,65.75403732801318,-100.76320291724396
18,31.23114721117943,58.2653448588609,113.98189334213049,-50.26031840346016
19,-43.35927996043575,16.000231143567753,74.99693630235754,-88.5097783904426
20,-52.5778815695493,-117.43892043451255,77.82323765266825,-66.88139375215147
21,-51.101533126654104,12.428071902135446,75.53397786610863,-89.34300346507555
22,16.66722039638061,132.9036374051746,77.12122006529778,-20.660417415498685
23,26.07726060949245,118.66230480716824,80.50707664332465,-66.32520833374885
24,10.339630393388983,116.65214522910722,54.671986396036026,-176.5245127011728
25,-57.661818525874885,-20.018379762707106,104.62572455029193,-47.6415539800228
26,-2.405612245028937,-134.3015904570576,97.22800050694006,-61.16033925616196
27,35.82173119138687,-19.043968157387226,72.0865352479744,-77.18243107301561
28,38.35560427845147,-41.07253824948871,119.29536144595913,-29.14472610059806
29,39.02432405456336,-14.238015347294875,87.10864848451436,-6.933348480971108
30,9.164819048588434,125.27181893725904,54.89592651888155,-34.78082340017031
31,31.31387890307102,-16.23158032369222,143.58495277386314,-42.82423834646069
32,-50.64611521670295,-18.712475414420496,63.24953847986826,-42.7328272932913
33,6.887395647520732,7.880190165217981,109.79475236723871,14.713226380487669
34,5.107057265092695,-34.609399683616054,132.67682594230354,12.540853530201984
35,25.85554440110694,113.10437245217005,145.1337850666531,-9.981451381808775
36,-31.98887153294148,-12.601129107666205,74.76280731789159,-74.95309325838443
37,19.445704776791107,-19.216416320189666,56.84965667512863,-21.98056639904631
38,2.039419929786854,-35.5875665349376,118.31537040120337,-32.55748892148214
39,-48.94603256340756,18.11879290792154,152.2814429537535,-33.55910210671044
40,22.790692174743274,-13.29839027781115,118.40260895366224,-4.074589136938044
41,0.5325266463950316,-34.848642415523074,144.38437583532908,-147.47066689164325
42,26.18225128280861,121.95482589822734,108.23254259106425,-67.53028926588804
43,-92.97155069116576,-138.60406668191038,47.366697635534166,-122.74763233222805
44,40.91451532724622,124.71103112918867,130.12375264208498,-22.610631833136146
45,26.617967681866727,-212.17162846111285,143.07773723211034,-12.221564003829872
46,78.11490646639422,65.34691688818135,85.32074186915109,-125.25583224799126
47,-4.876850071903122,-34.65634840096073,102.31468200964879,-32.709939569826034
48,-46.26205856951726,21.337097458448252,100.05178996722613,-43.08412668689569
49,25.482802814668734,-24.159115855739284,90.62228394877961,-83.52310745272075
50,42.71555944491739,109.39702922917853,99.04925236109625,-145.14889254750753
51,81.01024290261554,125.98148042064922,87.14160132238285,-65.5796846969906
52,-66.3820809113967,-72.29274327560448,11.805138804001206,38.9514701681712
53,-23.764719077881907,-12.907235179874577,-5.294238100449207,53.95079223360774
54,83.25901478987133,73.31587232934956,-54.03968962432374,-53.33355997377535
55,-27.916578593806694,-124.16708221877273,-61.93302671349188,-8.465331198424611
56,41.46888536314151,118.04495934039907,34.54679590499889,74.03560361540686
57,33.0835464102817,56.204261183849745,-62.96841791822221,-8.589218209833993
58,82.64915369202953,122.9030289809881,-26.455502298268893,-42.3175730010135
59,-88.90884328467146,-141.30813604371033,-36.13861849180859,-37.97944692735703
60,-35.08506791226538,-120.51630341551379,1.4943939546576035,52.46485774771534
