,r1,r2,s1,s2
0,-3.2122860057545175,-0.883286876834718,-3.699869689178633,1.3460571496833122
1,-3.026430679129204,0.8042570151574466,-3.0003190582355637,0.8700838668093596
2,2.9940773132446754,-0.4020137931852767,-2.8094361000764563,1.614314203896148
3,2.60344730690968,-0.35528039090224706,-1.99054083507513,0.1439957991370157
4,3.3106291365057876,-0.23707222555168161,-3.592575551440891,0.4576070114948227
5,3.280323380039474,-0.19978983604917064,-2.007831424103998,0.6513698443421225
6,-1.9329594294030108,-2.322577691471506,-4.287361651124242,1.5673301890837295
7,2.133881892915701,-0.019057145434768386,1.2761516153538472,2.716984761890998
8,1.0991897696186599,-1.9071419350990992,-3.733646133274925,1.8251230383237653
9,2.1216437178682233,0.027615134106890777,-1.706064428907522,1.11234939951742
10,1.344320445988298,3.47932707446989,-2.1808754340549856,0.8937294743284031
11,-3.37121578566854,-0.8700757689380644,5.278486226428275,4.2434763466059975
12,-3.1140750078950434,0.6470618609386869,-2.5979028764800094,0.6093773737782232
13,2.8919978013542456,0.1306202437205315,4.330654250631653,2.635221074373661
14,0.645428378030819,-1.8427202250096448,-2.5304286173904784,1.7905357212018447
15,-1.2201779572540088,0.3284092200658,-3.7358828388441325,1.7139935232156362
16,-3.897778208103001,0.4533408062094979,-1.77590906052419,1.2541656887567956
17,-2.2119483001872284,0.47979519262015935,-1.6008108256899776,0.7166733522165298
18,-1.7459650130872342,0.9346116954764363,-2.804769658128448,1.3606510740034499
19,2.4038984503141467,0.20063984538151444,0.37328279946883774,1.4505149383950566
20,-1.2674922497409558,-2.259912057016171,-2.3892525830449856,0.831237132120942
21,2.9339579825277204,0.1352747186155502,0.448927549512945,1.4950046720917685
22,-2.4909348427919356,0.4844846048043194,-3.3227567759248156,0.49592662354907757
23,-2.330216858939141,1.2526304500816807,-2.220149754050947,0.9643152783753538
24,-3.0757391223542663,0.5251010547534483,6.397412811662292,3.55802026307683
25,3.1547306352613558,-0.39666233863761025,0.20399789873111704,1.4853668583905957
26,-1.9258893419646568,-2.4355830287716236,-3.1706272791327503,0.9493545180077211
27,-1.9718428755868114,-0.2993287669664757,-0.8898140112748187,1.1870522274369233
28,0.5556685780832917,1.2504315274717621,-3.469995028256137,1.323369266719391
29,-2.854439725955092,-0.3910645571304075,-2.1022520734622314,0.9795865224949905
30,0.28724706885968837,2.1686640219945277,-2.0484140262975514,0.08416635786041334
31,-1.6949255694556524,0.1959756116895936,-3.334259322002972,1.8372891703897514
32,2.993535971962293,-0.3920585212895425,-1.6608336646997002,0.5400835271373083
33,-2.1071336818781594,-0.5005126826637808,-3.508356016335246,1.0398906427904344
34,-0.4994919584048807,-0.007002382003422905,-3.8942057825151566,1.3828737804260374
35,-2.049155711486237,1.1997782075714307,-2.3728514458036565,2.271549002262688
36,1.310602339418523,-0.044329009654215525,-2.0006564350590983,0.8362679016864655
37,-1.7130754921766473,-0.5465772069992693,-2.0262249410013156,0.13743103876915505
38,-0.5226602688292039,-0.06916254583971236,-3.3057338698052754,1.2485958235985062
39,2.596470703988379,0.10011117453262916,-3.4834502921922517,1.9904314040976057
40,-0.6607639834301999,0.6986501760549189,-3.780132668027297,1.263677882212368
41,-1.033492581842132,-0.1268571418546305,3.573505632834169,4.111359374425889
42,-2.828515776538132,0.29837174294707614,0.8781092555375973,1.758861645621423
43,3.3949943364584447,-1.7817397727787092,4.353236325882909,2.9591374667264954
44,-2.8817311234221825,0.2465818938534035,-2.9581700410920377,1.7421286268923486
45,1.626201276829645,-0.1329004665094371,-2.2920811464537243,2.2413275131643915
46,-1.000718716590865,2.1326107106468952,3.5209316442945524,3.2342074183665783
